League,Team,Player,Nation,pos_nan_nan,Age,MatchesPlayed,MinutesPlayed,Goals,Assists,Sot%,SoT/90,xG,keyPasses,FinalThirdPasses,PrgP,TklW,Tkl%,BloackPass,Interception
ENG-Premier League,Fulham,Issa Diop,FRA,DF,28-130,21,1339,0,0,40.0,0.13,0.5,3.0,43.0,25.0,12,72.2,3,9.0
ENG-Premier League,Fulham,Joachim Andersen,DEN,DF,28-353,28,2493,0,0,21.1,0.14,1.0,3.0,192.0,111.0,18,68.2,9,31.0
ENG-Premier League,Fulham,Jorge Cuenca,ESP,DF,25-183,7,261,0,0,0.0,0.0,0.0,0.0,7.0,9.0,2,40.0,0,2.0
ENG-Premier League,Fulham,Kenny Tete,NED,DF,29-222,21,1684,0,2,8.7,0.11,1.3,9.0,64.0,62.0,35,58.3,19,30.0
ENG-Premier League,Fulham,Raúl Jiménez,MEX,FW,34-014,37,2404,12,3,33.0,1.12,11.7,24.0,40.0,61.0,24,36.4,14,10.0
ENG-Premier League,Fulham,Reiss Nelson,ENG,FW,25-160,11,487,1,1,50.0,1.11,1.1,13.0,7.0,35.0,6,38.5,11,5.0
ENG-Premier League,Fulham,Rodrigo Muniz,BRA,FW,24-015,31,964,8,1,48.7,1.77,5.8,7.0,13.0,27.0,5,100.0,7,5.0
ENG-Premier League,Fulham,Ryan Sessegnon,ENG,"FW,DF",25-001,15,563,4,2,57.1,1.28,1.6,10.0,17.0,20.0,13,45.0,12,3.0
ENG-Premier League,Fulham,Sander Berge,NOR,MF,27-094,30,2219,0,0,0.0,0.0,0.2,18.0,115.0,120.0,30,69.2,19,21.0
ENG-Premier League,Fulham,Saša Lukić,SRB,MF,28-279,29,2259,0,2,11.1,0.08,1.2,26.0,101.0,94.0,38,40.7,13,26.0
ENG-Premier League,Fulham,Timothy Castagne,BEL,DF,29-165,24,1649,0,1,37.5,0.16,0.4,9.0,51.0,62.0,29,57.8,9,22.0
ENG-Premier League,Fulham,Tom Cairney,SCO,MF,34-119,24,555,2,0,44.4,0.65,0.5,10.0,50.0,51.0,5,57.1,5,4.0
ENG-Premier League,Fulham,Willian,BRA,"FW,MF",36-283,10,257,0,0,0.0,0.0,0.3,7.0,19.0,40.0,2,33.3,0,1.0
ENG-Premier League,Ipswich Town,Ali Al Hamadi,IRQ,FW,23-079,11,134,0,0,0.0,0.0,0.4,2.0,0.0,3.0,0,0.0,0,0.0
ENG-Premier League,Ipswich Town,Axel Tuanzebe,COD,DF,27-186,21,1620,0,1,0.0,0.0,0.2,4.0,55.0,55.0,19,65.4,10,23.0
ENG-Premier League,Ipswich Town,Ben Johnson,ENG,"DF,FW",25-115,23,1354,1,2,42.9,0.2,1.1,12.0,22.0,27.0,22,48.8,17,13.0
ENG-Premier League,Ipswich Town,Cameron Burgess,AUS,DF,29-210,18,1541,0,2,20.0,0.12,1.1,7.0,47.0,42.0,12,81.8,5,14.0
ENG-Premier League,Ipswich Town,Conor Chaplin,ENG,"MF,FW",28-092,21,788,1,1,21.4,0.34,1.3,8.0,20.0,27.0,5,46.2,7,3.0
ENG-Premier League,Ipswich Town,Conor Townsend,ENG,DF,32-076,6,335,0,1,0.0,0.0,0.0,4.0,7.0,8.0,8,72.7,2,4.0
ENG-Premier League,Ipswich Town,Dara O'Shea,IRL,DF,26-076,34,3032,0,2,9.1,0.06,1.3,3.0,85.0,76.0,30,62.5,12,31.0
ENG-Premier League,Ipswich Town,George Hirst,SCO,FW,26-093,25,592,3,1,50.0,1.06,2.1,4.0,1.0,13.0,3,33.3,0,2.0
ENG-Premier League,Ipswich Town,Harry Clarke,ENG,DF,24-078,7,379,0,0,100.0,0.24,0.1,1.0,21.0,14.0,3,50.0,1,4.0
ENG-Premier League,Ipswich Town,Jack Clarke,ENG,"FW,MF",24-177,31,1160,0,4,13.3,0.16,1.1,27.0,27.0,43.0,19,51.5,8,7.0
ENG-Premier League,Ipswich Town,Jack Taylor,IRL,MF,26-330,31,847,1,0,21.1,0.43,0.7,5.0,30.0,43.0,10,44.4,8,9.0
ENG-Premier League,Ipswich Town,Jacob Greaves,ENG,DF,24-249,24,2115,1,0,44.4,0.17,1.3,5.0,72.0,63.0,21,64.7,14,20.0
ENG-Premier League,Ipswich Town,Jaden Philogene Bidace,ENG,"FW,DF",23-100,10,474,2,0,41.7,0.95,2.0,5.0,7.0,10.0,7,53.3,10,10.0
ENG-Premier League,Ipswich Town,Jens Cajuste,SWE,MF,25-282,29,1882,1,0,8.3,0.05,0.7,12.0,49.0,54.0,20,42.9,15,25.0
ENG-Premier League,Ipswich Town,Julio Enciso,PAR,"MF,FW",21-116,13,869,2,3,34.4,1.14,1.7,13.0,18.0,28.0,9,36.4,7,1.0
ENG-Premier League,Ipswich Town,Kalvin Phillips,ENG,MF,29-168,19,1237,0,0,18.2,0.15,0.4,5.0,49.0,51.0,19,38.5,29,19.0
ENG-Premier League,Ipswich Town,Leif Davis,ENG,DF,25-127,32,2653,1,2,12.5,0.07,1.0,58.0,32.0,58.0,27,63.8,16,25.0
ENG-Premier League,Ipswich Town,Liam Delap,ENG,FW,22-100,36,2572,12,2,44.6,1.01,9.3,21.0,17.0,30.0,8,14.3,8,2.0
ENG-Premier League,Ipswich Town,Luke Woolfenden,ENG,DF,26-210,15,1187,0,0,0.0,0.0,0.0,0.0,31.0,15.0,6,40.0,7,19.0
ENG-Premier League,Ipswich Town,Nathan Broadhead,WAL,"MF,FW",27-044,17,625,1,0,54.5,0.86,1.6,6.0,10.0,12.0,4,33.3,5,4.0
ENG-Premier League,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",21-201,30,2493,3,2,41.5,0.61,2.7,31.0,44.0,72.0,13,27.1,25,11.0
ENG-Premier League,Ipswich Town,Sam Morsy,EGY,MF,33-251,32,2664,1,1,18.2,0.07,0.4,24.0,140.0,113.0,39,44.1,20,29.0
ENG-Premier League,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",29-237,19,979,4,0,57.1,1.1,3.4,4.0,10.0,18.0,9,26.1,8,6.0
ENG-Premier League,Ipswich Town,Wes Burns,WAL,"FW,DF",30-177,18,926,0,1,14.3,0.1,0.5,10.0,8.0,8.0,11,40.0,5,10.0
ENG-Premier League,Leicester City,Abdul Fatawu Issahaku,GHA,FW,21-072,11,579,0,2,38.5,0.78,0.4,6.0,7.0,17.0,15,57.9,7,4.0
ENG-Premier League,Leicester City,Bilal El Khannouss,MAR,"MF,FW",21-009,32,2182,2,3,23.3,0.29,1.3,42.0,89.0,128.0,30,53.1,18,6.0
ENG-Premier League,Leicester City,Bobby De Cordova-Reid,JAM,FW,32-106,23,744,1,2,42.9,0.36,0.8,6.0,9.0,15.0,4,28.6,5,0.0
ENG-Premier League,Leicester City,Boubakary Soumaré,FRA,MF,26-081,30,2081,0,0,0.0,0.0,0.3,11.0,94.0,103.0,20,62.5,12,26.0
ENG-Premier League,Leicester City,Caleb Okoli,ITA,DF,23-310,19,1125,1,0,50.0,0.16,0.6,0.0,21.0,32.0,14,61.1,10,15.0
ENG-Premier League,Leicester City,Conor Coady,ENG,DF,32-083,21,1624,1,0,100.0,0.11,0.4,1.0,32.0,31.0,9,50.0,8,13.0
ENG-Premier League,Leicester City,Facundo Buonanotte,ARG,"FW,MF",20-147,30,1504,5,2,33.3,0.72,3.9,24.0,41.0,54.0,32,31.3,27,12.0
ENG-Premier League,Leicester City,Harry Winks,ENG,MF,29-106,22,1538,0,2,40.0,0.23,0.2,17.0,110.0,101.0,11,43.3,12,9.0
ENG-Premier League,Leicester City,James Justin,ENG,DF,27-085,35,2822,2,2,24.0,0.19,1.5,14.0,76.0,90.0,32,57.4,29,45.0
ENG-Premier League,Leicester City,Jamie Vardy,ENG,FW,38-128,35,2823,9,4,41.1,0.73,11.2,19.0,11.0,22.0,13,30.8,4,5.0
ENG-Premier League,Leicester City,Jannik Vestergaard,DEN,DF,32-289,18,1391,0,0,66.7,0.13,0.1,3.0,34.0,32.0,10,60.0,7,16.0
ENG-Premier League,Leicester City,Jordan Ayew,GHA,"FW,MF",33-250,29,1548,5,0,27.6,0.47,3.1,16.0,25.0,45.0,15,33.3,19,12.0
ENG-Premier League,Leicester City,Kasey McAteer,IRL,"FW,MF",23-178,17,767,1,1,53.8,0.82,1.0,9.0,11.0,13.0,15,44.0,16,4.0
ENG-Premier League,Leicester City,Luke Thomas,ENG,DF,23-343,13,1039,0,0,0.0,0.0,0.4,8.0,30.0,35.0,24,53.8,8,21.0
ENG-Premier League,Leicester City,Oliver Skipp,ENG,MF,24-245,23,1058,0,0,25.0,0.09,0.2,9.0,30.0,34.0,4,60.0,13,10.0
ENG-Premier League,Leicester City,Patson Daka,ZAM,"FW,MF",26-222,22,665,1,0,26.7,0.54,1.3,1.0,6.0,8.0,9,41.2,6,1.0
ENG-Premier League,Leicester City,Ricardo Pereira,POR,DF,31-225,9,369,0,0,50.0,0.24,0.1,0.0,19.0,15.0,7,53.8,5,4.0
ENG-Premier League,Leicester City,Stephy Mavididi,ENG,FW,26-353,30,1615,4,1,26.9,0.39,1.8,22.0,32.0,57.0,19,33.3,24,11.0
ENG-Premier League,Leicester City,Victor Bernth Kristiansen,DEN,DF,22-154,29,2394,0,1,0.0,0.0,0.3,18.0,75.0,69.0,50,54.0,23,40.0
ENG-Premier League,Leicester City,Wilfred Ndidi,NGA,MF,28-154,28,2324,0,5,36.4,0.31,2.0,17.0,68.0,70.0,51,49.2,28,31.0
ENG-Premier League,Leicester City,Wout Faes,BEL,DF,27-046,33,2725,1,0,8.3,0.03,1.5,4.0,82.0,85.0,25,52.2,12,26.0
ENG-Premier League,Liverpool,Alexis Mac Allister,ARG,MF,26-146,35,2599,5,5,34.2,0.45,2.8,45.0,122.0,177.0,58,52.9,55,22.0
ENG-Premier League,Liverpool,Andrew Robertson,SCO,DF,31-069,32,2398,0,1,13.3,0.08,1.2,40.0,146.0,167.0,22,62.0,6,21.0
ENG-Premier League,Liverpool,Cody Gakpo,NED,FW,26-012,33,1783,10,3,41.5,1.11,6.9,34.0,22.0,52.0,15,50.0,19,11.0
ENG-Premier League,Liverpool,Conor Bradley,NIR,DF,21-314,17,633,0,1,33.3,0.43,0.6,5.0,20.0,27.0,10,50.0,5,4.0
ENG-Premier League,Liverpool,Curtis Jones,ENG,"MF,DF",24-109,31,1594,3,3,40.6,0.73,4.2,20.0,73.0,99.0,21,65.4,10,7.0
ENG-Premier League,Liverpool,Darwin Núñez,URU,FW,25-329,28,1075,5,2,36.4,1.0,5.3,10.0,9.0,27.0,17,37.5,6,3.0
ENG-Premier League,Liverpool,Diogo Jota,POR,FW,28-166,25,1166,6,3,26.5,1.0,7.6,11.0,29.0,33.0,8,36.8,9,7.0
ENG-Premier League,Liverpool,Dominik Szoboszlai,HUN,MF,24-206,34,2369,5,6,32.8,0.8,7.2,53.0,83.0,121.0,20,38.5,33,9.0
ENG-Premier League,Liverpool,Federico Chiesa,ITA,FW,27-206,5,46,0,0,50.0,3.91,0.2,0.0,3.0,2.0,0,0.0,1,0.0
ENG-Premier League,Liverpool,Harvey Elliott,ENG,"MF,FW",22-045,16,275,0,1,14.3,0.65,0.9,6.0,20.0,32.0,3,20.0,4,1.0
ENG-Premier League,Liverpool,Ibrahima Konaté,FRA,DF,25-359,29,2410,1,2,15.8,0.11,1.7,10.0,126.0,105.0,26,70.6,13,12.0
ENG-Premier League,Liverpool,Jarell Quansah,ENG,DF,22-110,12,405,0,0,0.0,0.0,0.1,1.0,21.0,16.0,8,75.0,1,6.0
ENG-Premier League,Liverpool,Joe Gomez,ENG,DF,27-361,9,519,0,0,66.7,0.35,0.3,2.0,29.0,35.0,10,68.8,3,7.0
ENG-Premier League,Liverpool,Kostas Tsimikas,GRE,DF,29-007,17,747,0,1,50.0,0.24,0.4,16.0,41.0,71.0,18,65.0,3,10.0
ENG-Premier League,Liverpool,Luis Díaz,COL,FW,28-126,34,2303,13,5,43.3,1.13,11.3,55.0,48.0,106.0,23,35.1,19,7.0
ENG-Premier League,Liverpool,Mohamed Salah,EGY,FW,32-338,36,3191,28,18,42.0,1.33,24.0,84.0,50.0,137.0,11,47.1,11,7.0
ENG-Premier League,Liverpool,Ryan Gravenberch,NED,MF,23-003,35,3003,0,4,26.3,0.15,1.1,25.0,141.0,171.0,35,59.3,25,57.0
ENG-Premier League,Liverpool,Trent Alexander-Arnold,ENG,DF,26-224,32,2320,3,6,18.2,0.31,1.9,50.0,201.0,228.0,50,46.6,17,31.0
ENG-Premier League,Liverpool,Virgil van Dijk,NED,DF,33-315,36,3240,3,1,29.6,0.22,2.2,12.0,271.0,182.0,17,55.0,11,54.0
ENG-Premier League,Manchester City,Bernardo Silva,POR,"MF,FW",30-282,31,2491,3,4,32.3,0.36,3.6,49.0,79.0,122.0,35,46.2,26,20.0
ENG-Premier League,Manchester City,Erling Haaland,NOR,FW,24-302,29,2570,21,3,54.0,1.89,20.9,28.0,9.0,18.0,5,33.3,10,5.0
ENG-Premier League,Manchester City,Jack Grealish,ENG,"FW,MF",29-251,19,720,1,1,33.3,0.62,1.1,24.0,23.0,52.0,5,40.0,10,2.0
ENG-Premier League,Manchester City,James Mcatee,ENG,"MF,FW",22-213,15,349,3,0,33.3,1.03,2.8,3.0,7.0,7.0,2,14.3,8,2.0
ENG-Premier League,Manchester City,Jeremy Doku,BEL,"FW,MF",22-357,27,1442,3,6,37.5,0.56,1.0,31.0,12.0,67.0,21,53.3,9,4.0
ENG-Premier League,Manchester City,John Stones,ENG,"DF,MF",30-356,11,548,2,0,100.0,0.33,0.4,2.0,42.0,21.0,2,100.0,2,4.0
ENG-Premier League,Manchester City,Joško Gvardiol,CRO,DF,23-116,35,3097,5,0,28.2,0.32,4.4,25.0,241.0,256.0,36,52.6,21,39.0
ENG-Premier League,Manchester City,Kevin De Bruyne,BEL,"MF,FW",33-325,26,1628,4,7,27.8,0.83,4.2,55.0,86.0,153.0,9,21.7,8,7.0
ENG-Premier League,Manchester City,Manuel Akanji,SUI,DF,29-304,24,1834,0,0,14.3,0.1,1.1,9.0,168.0,150.0,11,60.0,3,7.0
ENG-Premier League,Manchester City,Mateo Kovačić,CRO,MF,31-013,30,2132,6,1,27.3,0.51,1.9,31.0,198.0,156.0,38,47.7,20,22.0
ENG-Premier League,Manchester City,Matheus Nunes,POR,"DF,MF",26-265,24,1494,1,5,42.9,0.18,0.9,21.0,45.0,69.0,21,44.1,11,13.0
ENG-Premier League,Manchester City,Nathan Aké,NED,DF,30-090,10,678,0,0,0.0,0.0,0.2,1.0,42.0,50.0,7,66.7,5,3.0
ENG-Premier League,Manchester City,Nico O’Reilly,ENG,DF,20-059,9,528,2,0,37.5,0.51,1.3,4.0,28.0,17.0,4,50.0,4,4.0
ENG-Premier League,Manchester City,Phil Foden,ENG,"MF,FW",24-356,27,1768,7,2,29.6,0.81,5.2,43.0,41.0,103.0,5,38.9,12,9.0
ENG-Premier League,Manchester City,Rico Lewis,ENG,"DF,MF",20-179,28,1893,1,2,20.0,0.1,1.4,7.0,92.0,107.0,19,61.9,21,13.0
ENG-Premier League,Manchester City,Rúben Dias,POR,DF,28-005,25,2091,0,0,33.3,0.3,1.5,5.0,207.0,143.0,10,63.6,3,18.0
ENG-Premier League,Manchester City,Sávio,BRA,"FW,MF",21-039,28,1749,1,8,38.2,1.08,5.0,46.0,19.0,66.0,17,52.6,12,6.0
ENG-Premier League,Manchester City,İlkay Gündoğan,GER,MF,34-207,31,2050,0,5,20.0,0.22,2.7,37.0,97.0,115.0,13,43.5,14,13.0
ENG-Premier League,Manchester Utd,Alejandro Garnacho,ARG,"MF,FW",20-322,36,2199,6,2,34.5,1.19,7.3,37.0,22.0,56.0,18,32.4,19,13.0
ENG-Premier League,Manchester Utd,Amad Diallo,CIV,"MF,FW",22-312,25,1811,7,6,35.6,0.8,4.2,47.0,26.0,57.0,29,60.0,12,11.0
ENG-Premier League,Manchester Utd,Bruno Fernandes,POR,MF,30-253,35,2928,8,9,28.4,0.77,9.6,88.0,197.0,302.0,47,38.3,29,26.0
ENG-Premier League,Manchester Utd,Casemiro,BRA,MF,33-085,23,1404,1,0,28.6,0.51,1.7,20.0,72.0,74.0,48,62.3,27,13.0
ENG-Premier League,Manchester Utd,Chidozie Obi-Martin,DEN,FW,17-171,6,155,0,0,25.0,0.58,0.6,0.0,1.0,1.0,1,100.0,0,0.0
ENG-Premier League,Manchester Utd,Christian Eriksen,DEN,MF,33-094,22,1036,0,2,8.3,0.09,0.4,28.0,54.0,55.0,9,42.3,10,7.0
ENG-Premier League,Manchester Utd,Diogo Dalot,POR,DF,26-062,32,2788,0,3,21.7,0.16,2.0,26.0,61.0,102.0,39,65.4,13,37.0
ENG-Premier League,Manchester Utd,Harry Amass,ENG,DF,18-064,5,346,0,0,0.0,0.0,0.1,1.0,5.0,7.0,2,25.0,10,2.0
ENG-Premier League,Manchester Utd,Harry Maguire,ENG,DF,32-075,26,1668,1,0,40.0,0.32,1.8,8.0,45.0,48.0,14,71.4,3,40.0
ENG-Premier League,Manchester Utd,Jonny Evans,NIR,DF,37-136,6,290,0,0,0.0,0.0,0.1,0.0,9.0,8.0,5,50.0,1,4.0
ENG-Premier League,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23-362,32,1402,3,1,39.3,0.71,4.8,12.0,26.0,44.0,8,50.0,11,6.0
ENG-Premier League,Manchester Utd,Kobbie Mainoo,ENG,MF,20-030,24,1606,0,0,13.3,0.11,0.7,14.0,49.0,64.0,28,61.5,14,19.0
ENG-Premier League,Manchester Utd,Leny Yoro,FRA,DF,19-187,21,1165,0,0,20.0,0.08,0.7,2.0,44.0,52.0,11,68.4,2,18.0
ENG-Premier League,Manchester Utd,Lisandro Martínez,ARG,DF,27-121,20,1751,2,1,35.3,0.31,1.3,9.0,91.0,117.0,24,58.3,14,32.0
ENG-Premier League,Manchester Utd,Luke Shaw,ENG,DF,29-311,7,349,0,0,0.0,0.0,0.0,5.0,20.0,24.0,3,100.0,5,2.0
ENG-Premier League,Manchester Utd,Manuel Ugarte Ribeiro,URU,MF,24-038,29,1785,1,2,21.1,0.2,1.0,10.0,59.0,61.0,49,44.1,29,27.0
ENG-Premier League,Manchester Utd,Marcus Rashford,ENG,"FW,MF",27-200,15,978,4,1,56.3,0.83,1.7,15.0,13.0,21.0,4,33.3,8,4.0
ENG-Premier League,Manchester Utd,Mason Mount,ENG,MF,26-129,16,557,1,0,37.5,0.97,2.5,7.0,17.0,29.0,5,81.8,10,4.0
ENG-Premier League,Manchester Utd,Matthijs de Ligt,NED,DF,25-280,29,2123,2,0,50.0,0.38,2.5,6.0,63.0,55.0,22,71.9,8,33.0
ENG-Premier League,Manchester Utd,Noussair Mazraoui,MAR,DF,27-186,36,2819,0,1,23.1,0.1,0.7,18.0,125.0,113.0,65,62.4,27,34.0
ENG-Premier League,Manchester Utd,Rasmus Højlund,DEN,FW,22-104,31,1924,4,0,38.7,0.56,5.2,14.0,13.0,17.0,1,0.0,6,1.0
ENG-Premier League,Manchester Utd,Toby Collyer,ENG,MF,21-136,6,179,0,0,0.0,0.0,0.2,2.0,3.0,5.0,9,83.3,1,2.0
ENG-Premier League,Newcastle Utd,Alexander Isak,SWE,FW,25-240,33,2666,23,6,42.4,1.32,20.2,41.0,33.0,84.0,5,33.3,16,3.0
ENG-Premier League,Newcastle Utd,Anthony Gordon,ENG,"FW,MF",24-084,33,2389,6,5,28.6,0.6,8.0,51.0,63.0,95.0,18,34.3,23,6.0
ENG-Premier League,Newcastle Utd,Bruno Guimarães,BRA,MF,27-184,37,3181,5,6,27.3,0.34,4.2,50.0,170.0,264.0,46,48.5,25,28.0
ENG-Premier League,Newcastle Utd,Callum Wilson,ENG,FW,33-081,17,349,0,0,16.7,0.26,0.4,3.0,1.0,4.0,2,0.0,2,1.0
ENG-Premier League,Newcastle Utd,Dan Burn,ENG,DF,33-010,36,3240,1,1,30.4,0.19,2.0,9.0,45.0,67.0,23,55.6,10,26.0
ENG-Premier League,Newcastle Utd,Emil Krafth,SWE,DF,30-290,12,342,0,0,0.0,0.0,0.0,1.0,6.0,8.0,2,66.7,1,2.0
ENG-Premier League,Newcastle Utd,Fabian Schär,SUI,DF,33-150,33,2844,4,0,31.4,0.35,3.3,5.0,152.0,110.0,21,41.2,13,44.0
ENG-Premier League,Newcastle Utd,Harvey Barnes,ENG,FW,27-161,32,1668,9,4,32.3,1.08,7.1,25.0,25.0,82.0,9,27.3,6,6.0
ENG-Premier League,Newcastle Utd,Jacob Murphy,ENG,FW,30-084,34,2291,8,12,34.9,0.59,5.7,42.0,53.0,80.0,19,46.5,31,12.0
ENG-Premier League,Newcastle Utd,Joe Willock,ENG,"MF,FW",25-272,31,1041,0,2,16.7,0.26,1.6,22.0,26.0,40.0,16,62.1,18,6.0
ENG-Premier League,Newcastle Utd,Joelinton,BRA,"MF,FW",28-278,29,2393,4,3,28.9,0.49,3.9,23.0,80.0,116.0,35,56.8,30,23.0
ENG-Premier League,Newcastle Utd,Kieran Trippier,ENG,DF,34-242,24,1281,0,3,0.0,0.0,0.1,19.0,67.0,111.0,20,60.0,8,12.0
ENG-Premier League,Newcastle Utd,Lewis Hall,ENG,DF,20-253,27,2189,0,4,9.1,0.04,0.4,34.0,114.0,123.0,41,54.1,15,18.0
ENG-Premier League,Newcastle Utd,Lewis Miley,ENG,MF,19-018,14,313,1,0,66.7,0.58,0.5,1.0,11.0,17.0,11,50.0,4,2.0
ENG-Premier League,Newcastle Utd,Miguel Almirón,PAR,FW,31-098,9,157,0,0,33.3,1.15,0.5,3.0,3.0,6.0,2,66.7,2,0.0
ENG-Premier League,Newcastle Utd,Sandro Tonali,ITA,MF,25-011,35,2540,4,2,32.4,0.39,4.4,24.0,99.0,123.0,31,50.0,22,34.0
ENG-Premier League,Newcastle Utd,Sean Longstaff,ENG,MF,27-201,25,798,0,0,16.7,0.11,0.6,4.0,26.0,40.0,16,66.7,12,7.0
ENG-Premier League,Newcastle Utd,Sven Botman,NED,DF,25-127,7,350,0,0,0.0,0.0,0.2,2.0,13.0,6.0,6,66.7,1,5.0
ENG-Premier League,Newcastle Utd,Valentino Livramento,ENG,DF,22-188,36,2750,0,1,33.3,0.07,0.3,24.0,105.0,153.0,36,54.2,26,23.0
ENG-Premier League,Newcastle Utd,William Osula,DEN,FW,21-288,13,131,1,0,33.3,0.69,0.1,1.0,0.0,2.0,0,0.0,0,4.0
ENG-Premier League,Nott'ham Forest,Anthony Elanga,SWE,"FW,MF",23-022,37,2411,6,11,52.4,0.82,4.4,49.0,30.0,58.0,14,29.4,10,6.0
ENG-Premier League,Nott'ham Forest,Callum Hudson-Odoi,ENG,"FW,MF",24-193,30,2160,5,2,45.9,0.71,2.5,44.0,36.0,66.0,14,66.7,11,13.0
ENG-Premier League,Nott'ham Forest,Chris Wood,NZL,FW,33-163,35,2869,20,3,51.6,1.0,12.6,22.0,19.0,41.0,5,27.3,5,5.0
ENG-Premier League,Nott'ham Forest,Elliot Anderson,ENG,MF,22-194,36,2638,2,6,18.4,0.24,1.9,36.0,115.0,136.0,55,43.6,36,31.0
ENG-Premier League,Nott'ham Forest,Harry Toffolo,ENG,DF,29-273,4,137,0,0,0.0,0.0,0.0,0.0,1.0,2.0,3,75.0,0,2.0
ENG-Premier League,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,27-168,12,534,0,1,100.0,0.17,0.0,4.0,25.0,24.0,13,40.0,5,6.0
ENG-Premier League,Nott'ham Forest,Jota Silva,POR,"FW,MF",25-291,30,846,3,1,30.4,0.74,2.1,14.0,4.0,18.0,14,23.1,8,12.0
ENG-Premier League,Nott'ham Forest,Morato,BRA,DF,23-323,26,907,0,0,50.0,0.1,0.2,0.0,19.0,19.0,14,61.9,9,10.0
ENG-Premier League,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,25-112,33,2713,7,8,34.4,0.7,6.3,51.0,125.0,162.0,21,50.0,13,23.0
ENG-Premier League,Nott'ham Forest,Murillo,BRA,DF,22-319,35,3098,2,0,25.0,0.17,1.4,12.0,127.0,106.0,36,58.7,23,35.0
ENG-Premier League,Nott'ham Forest,Neco Williams,WAL,DF,24-036,34,2504,1,3,18.9,0.25,2.3,18.0,69.0,89.0,55,62.2,32,29.0
ENG-Premier League,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",26-325,33,1896,0,1,42.9,0.43,1.5,13.0,80.0,78.0,43,45.9,26,29.0
ENG-Premier League,Nott'ham Forest,Nikola Milenković,SRB,DF,27-219,36,3240,5,2,28.6,0.22,3.9,8.0,51.0,50.0,28,78.8,16,27.0
ENG-Premier League,Nott'ham Forest,Ola Aina,NGA,DF,28-223,34,2913,2,1,20.0,0.06,0.6,15.0,80.0,104.0,41,55.6,21,33.0
ENG-Premier League,Nott'ham Forest,Ramón Sosa,PAR,"FW,MF",25-261,19,295,1,0,45.5,1.53,1.0,8.0,2.0,6.0,3,20.0,9,4.0
ENG-Premier League,Nott'ham Forest,Ryan Yates,ENG,MF,27-179,34,1892,2,1,27.3,0.43,2.3,18.0,47.0,49.0,21,45.9,27,26.0
ENG-Premier League,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,27-280,26,416,1,0,40.0,0.87,2.1,2.0,5.0,7.0,3,80.0,1,0.0
ENG-Premier League,Nott'ham Forest,Willy Boly,CIV,DF,34-105,6,150,0,0,100.0,0.6,0.1,0.0,3.0,2.0,1,100.0,2,3.0
ENG-Premier League,Nott'ham Forest,Álex Moreno,ESP,"DF,MF",31-345,15,955,0,1,0.0,0.0,0.2,8.0,25.0,34.0,18,38.5,6,15.0
ENG-Premier League,Southampton,Adam Armstrong,ENG,"FW,MF",28-098,20,1248,2,2,28.0,0.5,3.3,9.0,10.0,21.0,3,21.4,5,3.0
ENG-Premier League,Southampton,Adam Lallana,ENG,MF,37-009,14,361,0,2,0.0,0.0,0.2,4.0,21.0,24.0,5,16.7,3,5.0
ENG-Premier League,Southampton,Armel Bella Kotchap,GER,DF,23-159,4,331,0,0,0.0,0.0,0.3,0.0,6.0,5.0,5,50.0,0,5.0
ENG-Premier League,Southampton,Ben Brereton,CHI,FW,26-031,10,449,0,0,9.1,0.2,0.9,3.0,9.0,9.0,2,11.1,1,0.0
ENG-Premier League,Southampton,Cameron Archer,ENG,FW,23-302,34,1429,2,0,35.7,0.63,5.7,5.0,7.0,14.0,7,22.2,4,2.0
ENG-Premier League,Southampton,Carlos Alcaraz,ARG,MF,22-170,1,10,0,0,100.0,9.0,0.1,1.0,4.0,6.0,5,33.3,6,4.0
ENG-Premier League,Southampton,Flynn Downes,ENG,MF,26-119,26,2061,1,0,30.0,0.13,0.6,15.0,57.0,64.0,25,41.7,18,31.0
ENG-Premier League,Southampton,Jack Stephens,ENG,DF,31-112,19,1389,1,0,50.0,0.13,0.6,3.0,51.0,63.0,20,56.7,7,13.0
ENG-Premier League,Southampton,James Bree,ENG,DF,27-220,17,1075,0,1,25.0,0.08,0.1,10.0,29.0,34.0,14,40.0,7,9.0
ENG-Premier League,Southampton,Jan Bednarek,POL,DF,29-037,30,2531,2,0,40.0,0.07,0.7,5.0,72.0,60.0,19,51.6,11,56.0
ENG-Premier League,Southampton,Joe Aribo,NGA,"MF,DF",28-302,32,2013,3,0,41.2,0.31,2.7,16.0,51.0,75.0,33,48.6,17,20.0
ENG-Premier League,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",23-093,25,1324,1,1,29.6,0.54,1.4,10.0,6.0,27.0,16,64.3,10,6.0
ENG-Premier League,Southampton,Kyle Walker-Peters,ENG,DF,28-036,33,2918,0,2,30.0,0.19,0.8,24.0,119.0,139.0,29,45.7,12,19.0
